Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1981,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,24.2088870829637
Sri Lanka,LKA,1980,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,25.6715167623363
Sri Lanka,LKA,1979,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,21.2399322387914
Sri Lanka,LKA,1978,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,20.8195197608142
Sri Lanka,LKA,1977,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,12.4631918470596
Sri Lanka,LKA,1976,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,11.6193860996881
Sri Lanka,LKA,1975,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,10.4384205247996
Sri Lanka,LKA,1974,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,5.78474200635045
Sri Lanka,LKA,1973,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.23706883595208
Sri Lanka,LKA,1972,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.33984780106087
Sri Lanka,LKA,1971,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.38817692534879
Sri Lanka,LKA,1970,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,3.99931305161656
Sri Lanka,LKA,1969,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.15020725318641
Sri Lanka,LKA,1968,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.432482140366
Sri Lanka,LKA,1967,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.07250275521588
Sri Lanka,LKA,1966,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.67169094443085
Sri Lanka,LKA,1965,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.3694282073145
Sri Lanka,LKA,1964,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.833536956751064
Sri Lanka,LKA,1963,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.03799504012038
Sri Lanka,LKA,1962,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.2894634396404
Sri Lanka,LKA,1961,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.13441534899752
Sri Lanka,LKA,1960,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.1478680914916
Sri Lanka,LKA,2023,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.8809829563716
Sri Lanka,LKA,2022,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.2896271246193
Sri Lanka,LKA,2021,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,31.478444431029
Sri Lanka,LKA,2020,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,38.0133141864765
Sri Lanka,LKA,2019,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,31.7328919801286
Sri Lanka,LKA,2018,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,36.0547284753285
Sri Lanka,LKA,2017,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,21.8690715229906
Sri Lanka,LKA,2016,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.9088666759476
Sri Lanka,LKA,2015,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.8014354274166
Sri Lanka,LKA,2014,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,38.2320892792974
Sri Lanka,LKA,2013,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.0822781704545
Sri Lanka,LKA,2012,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.4998497838903
Sri Lanka,LKA,2011,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.31997112621852
Sri Lanka,LKA,2010,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.3287816485283
Sri Lanka,LKA,2009,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.6400858516695
Sri Lanka,LKA,2008,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.0417041101191
Sri Lanka,LKA,2007,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.84041532416264
Sri Lanka,LKA,2006,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.8346181003092
Sri Lanka,LKA,2005,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,5.54153216430707
Sri Lanka,LKA,2004,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.458169566538
Sri Lanka,LKA,2003,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.09950855644843
Sri Lanka,LKA,2002,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.7519856158682
Sri Lanka,LKA,2001,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.8457367938333
Sri Lanka,LKA,2000,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.1228616851893
Sri Lanka,LKA,1999,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,13.2776562786863
Sri Lanka,LKA,1998,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.86664056208371
Sri Lanka,LKA,1997,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.24824595488797
Sri Lanka,LKA,1996,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.27293703235934
Sri Lanka,LKA,1995,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.3392150273668
Sri Lanka,LKA,1994,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.1237943388428
Sri Lanka,LKA,1993,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.5711244614142
Sri Lanka,LKA,1992,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.1469996885684
Sri Lanka,LKA,1991,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,16.1735366989415
Sri Lanka,LKA,1990,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,16.1261492368557
Sri Lanka,LKA,1989,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,22.156058275583
Sri Lanka,LKA,1988,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,25.8965842103126
Sri Lanka,LKA,1987,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,27.7897168647317
Sri Lanka,LKA,1986,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,25.2534783199576
Sri Lanka,LKA,1985,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,19.5127885285029
Sri Lanka,LKA,1984,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.291599722246
Sri Lanka,LKA,1983,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.9586863065831
Sri Lanka,LKA,1982,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.2038556629612
Sri Lanka,LKA,1981,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.462514836896
Sri Lanka,LKA,1980,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,13.4155945279495
Sri Lanka,LKA,1979,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,13.6728335934067
Sri Lanka,LKA,1978,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.1211211105528
Sri Lanka,LKA,1977,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,19.3616955148983
Sri Lanka,LKA,1976,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,25.1197362358161
Sri Lanka,LKA,1975,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,26.4907221433695
Sri Lanka,LKA,2023,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.46137374954365
Sri Lanka,LKA,2022,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.61863092035765
Sri Lanka,LKA,2021,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.48369202910912
Sri Lanka,LKA,2020,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.15495254100949
Sri Lanka,LKA,2019,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.21078460181107
Sri Lanka,LKA,2018,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,8.03043499773992
Sri Lanka,LKA,2017,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.57451737583034
Sri Lanka,LKA,2016,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.87245190372893
Sri Lanka,LKA,2015,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.27209119459167
Sri Lanka,LKA,2014,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.99981393964548
Sri Lanka,LKA,2013,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.84664759061488
Sri Lanka,LKA,2012,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.07064645222887
Sri Lanka,LKA,2011,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.95969125036025
Sri Lanka,LKA,2010,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.42739551684369
Sri Lanka,LKA,2009,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.42232055574493
Sri Lanka,LKA,2008,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.13217041649674
Sri Lanka,LKA,2007,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.72530455317746
Sri Lanka,LKA,2006,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.42592223866366
Sri Lanka,LKA,2005,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.83042509064969
Sri Lanka,LKA,2004,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.80369499113259
Sri Lanka,LKA,2003,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.26506862416402
Sri Lanka,LKA,2002,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.36068066070834
Sri Lanka,LKA,2001,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.80952401043364
Sri Lanka,LKA,2000,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.94061177711766
Sri Lanka,LKA,1999,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.9466178737263
Sri Lanka,LKA,1998,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.76931116078052
Sri Lanka,LKA,1997,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.56305419134132
Sri Lanka,LKA,1996,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.40811271498684
Sri Lanka,LKA,1995,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.5153880671421
Sri Lanka,LKA,1994,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.56951001543452
Sri Lanka,LKA,1993,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.95191943303698
Sri Lanka,LKA,1992,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.6796267405109
Sri Lanka,LKA,1991,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.71925663369044
Sri Lanka,LKA,1990,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.82495604505604
Sri Lanka,LKA,1989,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.09844557229265
Sri Lanka,LKA,1988,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.01233070633504
Sri Lanka,LKA,1987,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.48183605947632
Sri Lanka,LKA,1986,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.26275619676037
Sri Lanka,LKA,1985,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.3900335603968
Sri Lanka,LKA,1984,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.67765696116553
Sri Lanka,LKA,1983,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.17646841723853
Sri Lanka,LKA,1982,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.0943258867452
Sri Lanka,LKA,1981,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.84080042598178
Sri Lanka,LKA,1980,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.41988468398037
Sri Lanka,LKA,1979,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.77777126234534
Sri Lanka,LKA,1978,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.86561743403509
Sri Lanka,LKA,1977,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.76307092927438
Sri Lanka,LKA,1976,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.22714895591737
Sri Lanka,LKA,1975,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.02448959446208
Sri Lanka,LKA,1974,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.01920747046364
Sri Lanka,LKA,1973,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.02989302192564
Sri Lanka,LKA,1972,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.26536211368039
Sri Lanka,LKA,1971,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.03363814679637
Sri Lanka,LKA,1970,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.19979138278676
Sri Lanka,LKA,2021,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3136991506.34787
Sri Lanka,LKA,2020,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5663994385.32784
Sri Lanka,LKA,2019,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7648305273.42442
Sri Lanka,LKA,2018,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,6920825566.09992
Sri Lanka,LKA,2017,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7959047614.93675
Sri Lanka,LKA,2016,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,6008199165.17799
Sri Lanka,LKA,2015,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7302096590.22385
Sri Lanka,LKA,2014,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,8210750127.74159
Sri Lanka,LKA,2013,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7500000871.53903
Sri Lanka,LKA,2012,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7106460348.66884
Sri Lanka,LKA,2011,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,6739196545.08981
Sri Lanka,LKA,2010,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7195358507.00001
Sri Lanka,LKA,2009,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5353610216.22721
Sri Lanka,LKA,2008,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2616559583.33783
Sri Lanka,LKA,2007,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3518418228.00438
Sri Lanka,LKA,2006,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2832098098.88232
Sri Lanka,LKA,2005,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2734967767.26121
Sri Lanka,LKA,2004,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2204868879.49586
Sri Lanka,LKA,2003,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2333781502.23926
Sri Lanka,LKA,2002,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1705155736.72707
Sri Lanka,LKA,2001,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1357451866.36814
Sri Lanka,LKA,2000,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1131355289.18666
Sri Lanka,LKA,1999,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1653729058.41689
Sri Lanka,LKA,1998,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1997795167.96532
Sri Lanka,LKA,1997,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2042319936.5303
Sri Lanka,LKA,1996,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1984681032.68698
Sri Lanka,LKA,1995,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2111952624.93954
Sri Lanka,LKA,1994,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2069716925.84899
Sri Lanka,LKA,1993,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1653805493.1912
Sri Lanka,LKA,1992,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,979865100.612892
Sri Lanka,LKA,1991,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,724220186.327437
Sri Lanka,LKA,1990,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,447030481.606109
Sri Lanka,LKA,1989,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,269432907.53928
Sri Lanka,LKA,1988,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,247726247.871281
Sri Lanka,LKA,1987,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,309506426.817445
Sri Lanka,LKA,1986,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,377188000.9
Sri Lanka,LKA,1985,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,471725041.762742
Sri Lanka,LKA,1984,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,530159875.536855
Sri Lanka,LKA,1983,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,320947713.040676
Sri Lanka,LKA,1982,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,380230471.073379
Sri Lanka,LKA,1981,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,352359461.981451
Sri Lanka,LKA,1980,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,282580139.5
Sri Lanka,LKA,1979,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,549102778.808891
Sri Lanka,LKA,1978,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,407115687.662989
Sri Lanka,LKA,1977,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,292587750.867411
Sri Lanka,LKA,1976,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,92329947.3857977
Sri Lanka,LKA,1975,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,57431406.4440441
Sri Lanka,LKA,1974,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,77591855.6463244
Sri Lanka,LKA,1973,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,86601218.4283747
Sri Lanka,LKA,1972,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,59464611.0567989
Sri Lanka,LKA,1971,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,50332571.5216683
Sri Lanka,LKA,1970,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,42740000
Sri Lanka,LKA,1969,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,40000000
Sri Lanka,LKA,1968,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,52000000
Sri Lanka,LKA,1967,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,55000000
Sri Lanka,LKA,1966,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,43000000
Sri Lanka,LKA,1965,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,73000000
Sri Lanka,LKA,1964,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,52000000
Sri Lanka,LKA,1963,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,75000000
Sri Lanka,LKA,1962,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,85000000
Sri Lanka,LKA,1961,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,90000000
Sri Lanka,LKA,1960,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,101260000
Sri Lanka,LKA,2021,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2962484486.37687
Sri Lanka,LKA,2020,Total reserves minus gold (current US$),FI.RES.XGLD.CD,5256670223.95084
Sri Lanka,LKA,2019,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6689823666.95442
Sri Lanka,LKA,2018,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6100102144.08238
Sri Lanka,LKA,2017,Total reserves minus gold (current US$),FI.RES.XGLD.CD,7030555455.0132
Sri Lanka,LKA,2016,Total reserves minus gold (current US$),FI.RES.XGLD.CD,5188554799.83484
Sri Lanka,LKA,2015,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6543431215.10579
Sri Lanka,LKA,2014,Total reserves minus gold (current US$),FI.RES.XGLD.CD,7315701487.5645
Sri Lanka,LKA,2013,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6611350278.0129
Sri Lanka,LKA,2012,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6377644967.274
Sri Lanka,LKA,2011,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6247923422.3814
Sri Lanka,LKA,2010,Total reserves minus gold (current US$),FI.RES.XGLD.CD,6709723941.93013
Sri Lanka,LKA,2009,Total reserves minus gold (current US$),FI.RES.XGLD.CD,4616053405.83902
Sri Lanka,LKA,2008,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2468702083.33783
Sri Lanka,LKA,2007,Total reserves minus gold (current US$),FI.RES.XGLD.CD,3379531319.25438
Sri Lanka,LKA,2006,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2726202557.18232
Sri Lanka,LKA,2005,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2649511714.26121
Sri Lanka,LKA,2004,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2131906401.49586
Sri Lanka,LKA,2003,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2264929820.89601
Sri Lanka,LKA,2002,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1630952754.12207
Sri Lanka,LKA,2001,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1286808046.33814
Sri Lanka,LKA,2000,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1039004779.84766
Sri Lanka,LKA,1999,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1635546217.42514
Sri Lanka,LKA,1998,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1979765808.94518
Sri Lanka,LKA,1997,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2024140356.90385
Sri Lanka,LKA,1996,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1961549366.43698
Sri Lanka,LKA,1995,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2087724671.18954
Sri Lanka,LKA,1994,Total reserves minus gold (current US$),FI.RES.XGLD.CD,2045708229.59899
Sri Lanka,LKA,1993,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1629333224.56765
Sri Lanka,LKA,1992,Total reserves minus gold (current US$),FI.RES.XGLD.CD,926530104.362892
Sri Lanka,LKA,1991,Total reserves minus gold (current US$),FI.RES.XGLD.CD,685128999.127437
Sri Lanka,LKA,1990,Total reserves minus gold (current US$),FI.RES.XGLD.CD,422912156.606109
Sri Lanka,LKA,1989,Total reserves minus gold (current US$),FI.RES.XGLD.CD,244209606.53928
Sri Lanka,LKA,1988,Total reserves minus gold (current US$),FI.RES.XGLD.CD,221921112.621281
Sri Lanka,LKA,1987,Total reserves minus gold (current US$),FI.RES.XGLD.CD,279056052.717445
Sri Lanka,LKA,1986,Total reserves minus gold (current US$),FI.RES.XGLD.CD,352600000
Sri Lanka,LKA,1985,Total reserves minus gold (current US$),FI.RES.XGLD.CD,451156414.762742
Sri Lanka,LKA,1984,Total reserves minus gold (current US$),FI.RES.XGLD.CD,510767497.236855
Sri Lanka,LKA,1983,Total reserves minus gold (current US$),FI.RES.XGLD.CD,296950981.540859
Sri Lanka,LKA,1982,Total reserves minus gold (current US$),FI.RES.XGLD.CD,351491004.173597
Sri Lanka,LKA,1981,Total reserves minus gold (current US$),FI.RES.XGLD.CD,327356314.48164
Sri Lanka,LKA,1980,Total reserves minus gold (current US$),FI.RES.XGLD.CD,245500000
Sri Lanka,LKA,1979,Total reserves minus gold (current US$),FI.RES.XGLD.CD,516897466.808891
Sri Lanka,LKA,1978,Total reserves minus gold (current US$),FI.RES.XGLD.CD,397637473.662989
Sri Lanka,LKA,1977,Total reserves minus gold (current US$),FI.RES.XGLD.CD,292587750.867411
Sri Lanka,LKA,1976,Total reserves minus gold (current US$),FI.RES.XGLD.CD,92329947.3857977
Sri Lanka,LKA,1975,Total reserves minus gold (current US$),FI.RES.XGLD.CD,57431406.4440441
Sri Lanka,LKA,1974,Total reserves minus gold (current US$),FI.RES.XGLD.CD,77591855.6463244
Sri Lanka,LKA,1973,Total reserves minus gold (current US$),FI.RES.XGLD.CD,86601218.4283747
Sri Lanka,LKA,1972,Total reserves minus gold (current US$),FI.RES.XGLD.CD,59464611.0567989
Sri Lanka,LKA,1971,Total reserves minus gold (current US$),FI.RES.XGLD.CD,50332571.5216683
Sri Lanka,LKA,1970,Total reserves minus gold (current US$),FI.RES.XGLD.CD,42740000
Sri Lanka,LKA,1969,Total reserves minus gold (current US$),FI.RES.XGLD.CD,40000000
Sri Lanka,LKA,1968,Total reserves minus gold (current US$),FI.RES.XGLD.CD,52000000
Sri Lanka,LKA,1967,Total reserves minus gold (current US$),FI.RES.XGLD.CD,55000000
Sri Lanka,LKA,1966,Total reserves minus gold (current US$),FI.RES.XGLD.CD,43000000
Sri Lanka,LKA,1965,Total reserves minus gold (current US$),FI.RES.XGLD.CD,73000000
Sri Lanka,LKA,1964,Total reserves minus gold (current US$),FI.RES.XGLD.CD,52000000
Sri Lanka,LKA,1963,Total reserves minus gold (current US$),FI.RES.XGLD.CD,75000000
Sri Lanka,LKA,1962,Total reserves minus gold (current US$),FI.RES.XGLD.CD,85000000
Sri Lanka,LKA,1961,Total reserves minus gold (current US$),FI.RES.XGLD.CD,90000000
Sri Lanka,LKA,1960,Total reserves minus gold (current US$),FI.RES.XGLD.CD,101260000
Sri Lanka,LKA,2023,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.5411742279832
Sri Lanka,LKA,2022,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,49.7211021114327
Sri Lanka,LKA,2021,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.01478071238195
Sri Lanka,LKA,2020,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.15394508391738
Sri Lanka,LKA,2019,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.52839358231811
Sri Lanka,LKA,2018,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.135037737132
Sri Lanka,LKA,2017,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.70413767850602
